BusinessName,Address,ZIP,DESCRIPT,Latitude,Longitude,Neighborhood_Geopy
IDEAL CAFE 'D PIZZA,482 Centre,2130,Eating & Drinking w/ Take Out,42.3186,-71.1121,Jamaica Plain
IDEAL SUB SHOP,522 Dudley,2119,Eating & Drinking w/ Take Out,42.3223,-71.0724,Roxbury
iFresh Noodle,182 Brighton,2134,Eating & Drinking,42.353,-71.1337,Allston
IL NIDO,257 North,2113,Eating & Drinking,42.3637,-71.0519,North End
Il Panino Restaurant,7 Parmenter,2113,Eating & Drinking,42.3639,-71.0548,North End
Ilmondo Pizzaria,738 Huntington,2115,Eating & Drinking w/ Take Out,42.3337,-71.1054,Mission Hill
Imperial Kitchen,50 Corinth,2131,Eating & Drinking,42.2859,-71.1291,Roslindale
In House Cafe Company,132 Chestnut Hill,2135,Eating & Drinking,42.343,-71.1533,Brighton
INBOUND PIZZA & RESTAURANT,1232 Commonwealth,2134,Eating & Drinking,42.3498,-71.131,Allston
INCHU,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
India Quality,484 Commonwealth,2215,Eating & Drinking w/ Take Out,42.3485,-71.0942,Fenway/Kenmore
Indian Kitchen,7 Craftsman,2134,Eating & Drinking w/ Take Out,42.3539,-71.1357,Allston
Insomnia Cookies,100 Tremont,2108,Eating & Drinking w/ Take Out,42.3572,-71.061,Downtown Boston
Insomnia Cookies,708 Commonwealth,2215,Eating & Drinking w/ Take Out,42.3495,-71.1054,Cambridge
Integrated Sciences Complex Cafe,100 William T Morrissey,2125,Eating & Drinking w/ Take Out,42.3131,-71.0389,Dorchester
Intelligentsia Coffee,225 Franklin,2110,Eating & Drinking,42.3561,-71.0541,Downtown Boston
Intercontinental Boston - Clipper Room,500 Atlantic,2210,Eating & Drinking,42.3541,-71.0523,Downtown Boston
Intercontinental Boston - Rumba Bar,500 Atlantic,2210,Eating & Drinking,42.3541,-71.0523,Downtown Boston
Invi Restaurant,761 Morton,2126,Eating & Drinking w/ Take Out,42.2835,-71.0894,Mattapan
Irashai Sushi and Teriyaki,8 Kneeland,2111,Eating & Drinking,42.351,-71.0624,No Details
IRIE JAMAICAN STYLE RESTAURANT,851 Washington,2124,Eating & Drinking w/ Take Out,42.2819,-71.0714,Dorchester
Irish Village Inc.,224 Market,2135,Eating & Drinking,42.3549,-71.1497,Brighton
IRON MOUNTAIN,1 Federal,2110,Eating & Drinking,42.3561,-71.057,Downtown Boston
Isabella Restaurant,2 Prince,2113,Eating & Drinking,42.364,-71.0536,North End
ISLAND STYLE INC.,183 Washington,2121,Eating & Drinking w/ Take Out,42.3033,-71.0788,Roxbury
Isshindou Ramen,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
Itadaki,269 Newbury,2116,Eating & Drinking,42.3495,-71.0836,Back Bay
Italian Pizza & Sub Express,162 South,2130,Eating & Drinking w/ Take Out,42.3041,-71.1145,Jamaica Plain
J & J IRISH PUB & GRILLE,1130 Dorchester,2122,Eating & Drinking,42.3122,-71.0572,Dorchester
J M Curley/Bogie's Place/Wig Shop Lounge,21 Temple,2111,Eating & Drinking,42.3552,-71.0624,Downtown Boston
J P Licks @ Charles Street,144 Charles,2114,Eating & Drinking w/ Take Out,42.36,-71.071,Beacon Hill
J P Licks@Boylston St.,1106 Boylston,2215,Eating & Drinking w/ Take Out,42.3468,-71.0886,Fenway/Kenmore
J. P. SEAFOOD CAFE INC.,730 Centre,2130,Eating & Drinking,42.3108,-71.1145,Jamaica Plain
J. Pace & Son Uptown,225 Northern,2210,Eating & Drinking w/ Take Out,42.3481,-71.0393,South Boston
J.P. LICKS INC.,659 Centre,2130,Eating & Drinking w/ Take Out,42.3129,-71.1144,Jamaica Plain
Jacques,77 Broadway,2215,Eating & Drinking,42.35,-71.0674,No Details
Jade Garden Restaurant,20 Tyler,2111,Eating & Drinking,42.3507,-71.0606,No Details
Jaho Coffee & Tea,1651 Washington,2118,Eating & Drinking w/ Take Out,42.3379,-71.0754,South End
Jaho Coffee Roaster & Wine Bar,116 Huntington,2116,Eating & Drinking,42.3465,-71.0798,Back Bay
Jaho Coffee Roaster & Wine Bar,659 Washington,2116,Eating & Drinking w/ Take Out,42.3518,-71.0632,Downtown Boston
JAK Pizzeria,50 Maverick,2128,Eating & Drinking,42.3702,-71.0387,East Boston
Jamaica Mi Hungry,182 Western,2134,Eating & Drinking w/ Take Out,42.363,-71.1294,Allston
Java House,541 Broadway,2127,Eating & Drinking w/ Take Out,42.3353,-71.0424,South Boston
JEANIE JOHNSTON PUB,144 South,2130,Eating & Drinking,42.3051,-71.1144,Jamaica Plain
Jersey Mikes Subs,462 Washington,2135,Eating & Drinking w/ Take Out,42.3487,-71.159,Brighton
Jibei Chuan,50 Beach,2111,Eating & Drinking,42.3515,-71.0607,No Details
Jillian's Billiard Club,145 Ipswich,2215,Eating & Drinking,42.3474,-71.0944,Fenway/Kenmore
Jim's Restaurant and Deli,371 Washington,2135,Eating & Drinking w/ Take Out,42.3493,-71.1541,Brighton
JOE'S AMERICAN BAR & GRILL,100 Atlantic,2111,Eating & Drinking,42.362,-71.0507,North End
JOE'S AMERICAN BAR & GRILL,26 Exeter,2116,Eating & Drinking,42.3506,-71.0797,Back Bay
Joe's Famous Subs & Pizza,140 Dudley,2119,Eating & Drinking w/ Take Out,42.329,-71.0837,Roxbury
JOHN B. HYNES VET. MEM. CTR.,880 Boylston,2199,Eating & Drinking,42.3475,-71.0841,Back Bay
JOHNNY'S PIZZA & SUBS,1917 Dorchester,2124,Eating & Drinking w/ Take Out,42.2852,-71.0646,Dorchester
Jones Day 21st Floor,100 High,2110,Eating & Drinking,42.3544,-71.0554,Downtown Boston
Jongro BBQ,1414 Commonwealth,2134,Eating & Drinking,42.3485,-71.1391,Allston
Jonquils Cafe,125 Newbury,2116,Eating & Drinking w/ Take Out,42.3514,-71.0766,Back Bay
Jook Sing Cafe,177 Harrison,2111,Eating & Drinking w/ Take Out,42.3492,-71.0623,No Details
Joseph's Pizza & Sub Shop,1200 Blue Hill,2126,Eating & Drinking w/ Take Out,42.2834,-71.0914,Mattapan
Joseph's Pizzeria,8 Huntington,2130,Eating & Drinking,42.3318,-71.1117,Mission Hill
JP Kitchen,3510 Washington,2130,Eating & Drinking,42.3058,-71.1078,Jamaica Plain
JP LICKS,173 Newbury,2116,Eating & Drinking w/ Take Out,42.3507,-71.0792,Back Bay
JP LICKS @ BRIGHAM CIRCLE,1618 Tremont,2120,Eating & Drinking w/ Take Out,42.3334,-71.1044,Mission Hill
JP Licks @ West Broadway,397 Broadway,2127,Eating & Drinking w/ Take Out,42.3371,-71.0486,South Boston
J-Pizzle Kitchen,536 Centre,2130,Eating & Drinking,42.3169,-71.1133,Jamaica Plain
J'S CAFE @BOS. W & S,980 Harrison,2119,Eating & Drinking,42.3307,-71.0793,Roxbury
Jugos,502 Massachusetts,2118,Eating & Drinking,42.3393,-71.08,South End
Jugos Juice Boston @ MBTA,145 Dartmouth,2116,Eating & Drinking w/ Take Out,42.3474,-71.0748,South End
Juice Press,131 Dartmouth,2116,Eating & Drinking w/ Take Out,42.3468,-71.0754,South End
Juicy Greens,61 South,2130,Eating & Drinking,42.3077,-71.1158,Jamaica Plain
Just Thai,1512 Dorchester,2122,Eating & Drinking,42.2991,-71.0603,Dorchester
Kaju Tofu House,56 Harvard,2134,Eating & Drinking,42.3543,-71.1322,Allston
KALIHARI GRILL,1 Circuit,2119,Eating & Drinking w/ Take Out,42.3232,-71.0864,Roxbury
KANTIN,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
KAO BBQ,75 Harvard,2134,Eating & Drinking,42.3536,-71.1324,Allston
Kapow,2257 Dorchester,2124,Eating & Drinking w/ Take Out,42.2734,-71.0679,Dorchester
Kava Neo Taverna,315 Shawmut,2118,Eating & Drinking,42.3423,-71.0705,South End
Kaze Shabu Shabu,41 Essex,2111,Eating & Drinking,42.3524,-71.0616,Downtown Boston
Kelleher's Bar and Grille,1410 Centre,2131,Eating & Drinking,42.2939,-71.1362,Roslindale
KELLEY'S SQ. PUB,84 Bennington,2128,Eating & Drinking w/ Take Out,42.3762,-71.0356,East Boston
Kentucky Fried Chicken,465 Washington,2124,Eating & Drinking w/ Take Out,42.2951,-71.0723,Dorchester
Kentucky Fried Chicken,5318 Washington,2132,Eating & Drinking w/ Take Out,42.2579,-71.1608,Roxbury
Kentucky Fried Chicken,625 American Legion,2131,Eating & Drinking w/ Take Out,42.2856,-71.1109,Roslindale
Kentucky Fried Chicken,695 Columbia,2125,Eating & Drinking w/ Take Out,42.32,-71.0618,Dorchester
KFC,30 Beacon,2134,Eating & Drinking w/ Take Out,42.3536,-71.1389,Allston
Khadija's  Express Cafe,1127 Harrison,2119,Eating & Drinking,42.3304,-71.082,Roxbury
Kimchipapi Korndogs & Pon de Joy,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
KING AND I CORP.,145 Charles,2114,Eating & Drinking,42.3604,-71.0706,Beacon Hill
King Do,1225 Dorchester,2125,Eating & Drinking,42.309,-71.0584,Dorchester
KING'S LANE LOUNGE & BILLIARDS,50 Dalton,2115,Eating & Drinking,42.3471,-71.0856,Fenway/Kenmore
Kneeland Cafe,75 Kneeland,2111,Eating & Drinking,42.3502,-71.0606,No Details
Kohi Coffee Company,100 Guest,2135,Eating & Drinking,42.3574,-71.1447,Brighton
Kohi Coffee Company,40 Berkeley,2116,Eating & Drinking w/ Take Out,42.3459,-71.0709,South End
Koko Coffee,255 State,2109,Eating & Drinking w/ Take Out,42.3594,-71.0511,North End
Korean Garden Restaurant,122 Harvard,2134,Eating & Drinking,42.3524,-71.1317,Allston
Krasi,48 Gloucester,2115,Eating & Drinking,42.3487,-71.0841,Back Bay
Kuizinn Lakay Plus,1672 Blue Hill,2126,Eating & Drinking,42.2676,-71.0933,Mattapan
Kung Fu Tea,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
Kung Fu Tea,125 Harvard,2134,Eating & Drinking w/ Take Out,42.3522,-71.1321,Allston
Kung Fu Tea @ Mass. Ave.,334 Massachusetts,2115,Eating & Drinking w/ Take Out,42.3426,-71.0842,Back Bay
Kured,83 Charles,2114,Eating & Drinking w/ Take Out,42.3585,-71.0705,Beacon Hill
Kutzu,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
L STREET DINER,108 L,2127,Eating & Drinking w/ Take Out,42.3341,-71.0351,South Boston
L STREET TAVERN,195 L,2127,Eating & Drinking,42.3316,-71.035,South Boston
L.A. Burdick Chocolate,224 Clarendon,2116,Eating & Drinking w/ Take Out,42.3512,-71.0757,Back Bay
La Be Fana Pizzeria,15 Beacon,2134,Eating & Drinking w/ Take Out,42.3543,-71.1376,Allston
La Cancun,190H Sumner,2128,Eating & Drinking w/ Take Out,42.3693,-71.0401,East Boston
La Casa del Pan Debono,271 Meridian,2128,Eating & Drinking,42.3763,-71.039,East Boston
LA CHIVA RESTAURANT,259 Bennington,2128,Eating & Drinking w/ Take Out,42.3783,-71.0295,East Boston
La Esquina Restaurant,624 Blue Hill,2121,Eating & Drinking w/ Take Out,42.3029,-71.085,Roxbury
LA FAMIGLIA RISTORANTE,112 Salem,2113,Eating & Drinking,42.3646,-71.0557,North End
La Familia Kitchen,224 Columbia,2121,Eating & Drinking w/ Take Out,42.3075,-71.0764,Roxbury
La Fonda Colombiana,972 Saratoga,2128,Eating & Drinking,42.3871,-71.0076,East Boston
La Gran Manzana,22 William C Kelly,2128,Eating & Drinking,42.3752,-71.0386,East Boston
La La Restaurant,792 Washington,2124,Eating & Drinking w/ Take Out,42.2838,-71.0713,Dorchester
La Lechonera Restaurant,342 Cummins,2131,Eating & Drinking w/ Take Out,42.2788,-71.116,Roslindale
La Mamma Pizza And More,190 Brighton,2134,Eating & Drinking w/ Take Out,42.353,-71.1339,Allston
La Neta,255 Newbury,2116,Eating & Drinking,42.3497,-71.0831,Back Bay
La Parrilla,299 Hancock,2125,Eating & Drinking w/ Take Out,42.3081,-71.0588,Dorchester
LA REINA,80 Bennington,2128,Eating & Drinking w/ Take Out,42.3761,-71.0361,East Boston
La Saison Bakery,401 Park,2215,Eating & Drinking w/ Take Out,42.3445,-71.1028,Fenway/Kenmore
LA SUMMA,26 Fleet,2113,Eating & Drinking,42.3646,-71.0525,North End
LA TERRAZA RESTAURANT,19 Bennington,2128,Eating & Drinking,42.3751,-71.038,East Boston
La Voile Brasserie,257 Newbury,2116,Eating & Drinking,42.3497,-71.0831,Back Bay
LaColombe Torrefaction Inc.,745 Atlantic,2111,Eating & Drinking,42.3503,-71.0571,Downtown Boston
Land of Fire Pizzeria,1696 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3412,-71.1465,Brighton
Land of Pizza,445 Broadway,2127,Eating & Drinking w/ Take Out,42.336,-71.0469,South Boston
Lani's Pizza,1288 Blue Hill,2126,Eating & Drinking w/ Take Out,42.2798,-71.0926,Mattapan
Lanta Asian Cuisine,38 Batterymarch,2110,Eating & Drinking w/ Take Out,42.3576,-71.0539,Downtown Boston
LATINO RESTAURANT,302 Centre,2130,Eating & Drinking,42.3227,-71.1033,Jamaica Plain
Laugh Boston,425 Summer,2210,Eating & Drinking,42.3462,-71.0431,South Boston
Laughing Monk Cafe,737 Huntington,2115,Eating & Drinking,42.3341,-71.1055,Mission Hill
Lavietes Pavillion,65 Harvard,2134,Eating & Drinking w/ Take Out,42.3676,-71.1259,Allston
LC1/Pizza/LB2,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
LC2/LY1,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
LC4,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Left Field Inseat,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Left Field Pantry,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Legacy Boston/Candibar,275 Tremont,2116,Eating & Drinking,42.35,-71.0655,No Details
Legal Sea Foods,100 Huntington,2116,Eating & Drinking,42.3472,-71.0782,Back Bay
Legal Sea Foods,255 State,2109,Eating & Drinking,42.3594,-71.0511,North End
Legal's Test Kitchen,100 Terminal,2128,Eating & Drinking,42.3645,-71.0218,East Boston
Legends Bar & Grill,525 William F McClellan,2128,Eating & Drinking,42.3952,-71.0001,East Boston
Lenox Hotel (5 Food Serv. Loc.),704 Boylston,2116,Eating & Drinking,42.3493,-71.0796,Back Bay
Lenox Sophia,87 A,2127,Eating & Drinking,42.3424,-71.0546,South Boston
Levi's Restaurant & Lounge,323 Washington,2121,Eating & Drinking,42.2998,-71.0745,Dorchester
Levy Premium Food Court 1,415 Summer,2210,Eating & Drinking w/ Take Out,42.3444,-71.0448,South Boston
Levy Premium Food Court 2,415 Summer,2210,Eating & Drinking w/ Take Out,42.3444,-71.0448,South Boston
Levy Premium Food Court 3,415 Summer,2210,Eating & Drinking w/ Take Out,42.3444,-71.0448,South Boston
Levy Premium Food Court 4,415 Summer,2210,Eating & Drinking w/ Take Out,42.3444,-71.0448,South Boston
Levy Premium Food Court 5,415 Summer,2210,Eating & Drinking w/ Take Out,42.3444,-71.0448,South Boston
Levy Premium Main Kitchen & Commissary,415 Summer,2210,Eating & Drinking,42.3444,-71.0448,South Boston
LFV,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
LICKS CAFE,1140 Boylston,2115,Eating & Drinking w/ Take Out,42.3467,-71.089,Fenway/Kenmore
Life Alive,431 Boylston,2116,Eating & Drinking,42.3516,-71.0728,Back Bay
Life Alive Cafe,505 Tremont,2116,Eating & Drinking,42.345,-71.0704,South End
Lilly Gourmet Pasta Express,1526 Tremont,2120,Eating & Drinking w/ Take Out,42.3323,-71.1,Mission Hill
Lily's Coffee & Cafe,33 Arch,2110,Eating & Drinking,42.3562,-71.058,Downtown Boston
Lily's Pizza,2 Oliver,2109,Eating & Drinking w/ Take Out,42.3573,-71.0546,Downtown Boston
Lime Red Tea House,1092 Commonwealth,2215,Eating & Drinking,42.3517,-71.1243,Allston
Limelight Stage & Studios,60 Boylston,2116,Eating & Drinking,42.352,-71.0644,Downtown Boston
LIMONCELLO,190 North,2113,Eating & Drinking,42.3634,-71.054,North End
Lincoln Tavern,425 Broadway,2127,Eating & Drinking,42.3364,-71.0476,South Boston
Liq 4,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
LITTLE ASIA RESTAURANT,991 Bennington,2128,Eating & Drinking,42.3864,-71.007,East Boston
Little Caesars,628 American Legion,2131,Eating & Drinking w/ Take Out,42.2846,-71.1102,Roslindale
Little Haiti International Cusine,1184 Hyde Park,2136,Eating & Drinking,42.2585,-71.1238,Hyde Park
Little Pecan,290 Washington,2135,Eating & Drinking,42.3488,-71.1509,Brighton
Little Pizza King,389 Washington,2135,Eating & Drinking w/ Take Out,42.3493,-71.1548,Brighton
Little Tao,1153 Commonwealth,2134,Eating & Drinking w/ Take Out,42.3509,-71.1276,Allston
Little Whale Oyster Bar,314 Newbury,2115,Eating & Drinking,42.3486,-71.0853,Back Bay
Liuyishon Hotpot Boston,702 Washington,2111,Eating & Drinking,42.351,-71.0627,No Details
Lobstah On A Roll,254 Newbury,2116,Eating & Drinking,42.3493,-71.0827,Back Bay
Lobstah On A Roll,537 Columbus,2118,Eating & Drinking w/ Take Out,42.3417,-71.0808,South End
Local 149,143 P,2127,Eating & Drinking,42.3334,-71.0273,South Boston
Locale,350 Hanover,2113,Eating & Drinking,42.3651,-71.0534,North End
Loco Taqueria & Oyster Bar,412 Broadway,2127,Eating & Drinking,42.337,-71.0477,South Boston
LOCONTES RESTAURANT,116 Salem,2113,Eating & Drinking,42.3647,-71.0557,North End
Lolita Cocina & Tequila Bar,253 Summer,2127,Eating & Drinking,42.3502,-71.0513,South Boston
Lolita Cocina & Tequila Bar,265 Dartmouth,2116,Eating & Drinking,42.3507,-71.0773,Back Bay
Lone Star Taco Bar,465 Cambridge,2134,Eating & Drinking,42.3541,-71.1366,Allston
LONGWOOD HOTEL CORP.,342 Longwood,2115,Eating & Drinking,42.3382,-71.1066,Fenway/Kenmore
Lorettas Last Call,1 Lansdowne,2215,Eating & Drinking w/ Take Out,42.3473,-71.0945,Fenway/Kenmore
Los Amigos,366 Washington,2135,Eating & Drinking,42.349,-71.1537,Brighton
Los Amigos Mexican Grill,1741 Centre,2132,Eating & Drinking w/ Take Out,42.2875,-71.1502,Roxbury
Los Antojitos Latin Restaurant,5272 Washington,2132,Eating & Drinking w/ Take Out,42.2592,-71.1592,Roxbury
LOS ARRIEROS REST,13 Meridian,2128,Eating & Drinking,42.3706,-71.0388,East Boston
Los Hermanos Restaurant,604 Blue Hill,2121,Eating & Drinking,42.3037,-71.0847,Roxbury
L'OSTERIA RESTAURANT,104 Salem,2113,Eating & Drinking,42.3643,-71.0556,North End
Lotus Test Kitchen,2 Avenue De Lafayette,2111,Eating & Drinking w/ Take Out,42.354,-71.0611,Downtown Boston
Love Art Poke,40 Water,2109,Eating & Drinking,42.3577,-71.0568,Downtown Boston
Lower Mills Tavern,2269 Dorchester,2124,Eating & Drinking,42.273,-71.068,Dorchester
Lu Fu Zi,145 Brighton,2134,Eating & Drinking w/ Take Out,42.3532,-71.1317,Allston
Lucca North End,226 Hanover,2113,Eating & Drinking,42.3632,-71.0554,North End
Lucia Ristorante,415 Hanover,2113,Eating & Drinking,42.3656,-71.0527,North End
LUCKY BOSTON CHINESE REST.,3096 Washington,2119,Eating & Drinking w/ Take Out,42.3151,-71.0988,Roxbury
LUCKY CAFE,1107 Dorchester,2125,Eating & Drinking w/ Take Out,42.3127,-71.0575,Dorchester
LUCKY'S,355 Congress,2210,Eating & Drinking,42.3501,-71.0485,South Boston
Lucy Ethopian Cafe,334 Massachusetts,2115,Eating & Drinking,42.3426,-71.0842,Back Bay
Lulu Green Cafe  Bakery and Juice Bar,246 Broadway,2127,Eating & Drinking w/ Take Out,42.3396,-71.0517,South Boston
LULUS' ALLSTON,417 Cambridge,2134,Eating & Drinking,42.3551,-71.1341,Allston
Luna's,945 Saratoga,2128,Eating & Drinking,42.3866,-71.0092,East Boston
LY4/LB4,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
M Club,110 Huntington,2116,Eating & Drinking,42.3471,-71.0784,Back Bay
M.J. O'CONNOR'S,27 Columbus,2116,Eating & Drinking,42.3511,-71.0689,Back Bay
Ma La Restaurant,129 Brighton,2134,Eating & Drinking,42.3531,-71.1311,Allston
Ma Maison,272 Cambridge,2114,Eating & Drinking,42.361,-71.0679,Beacon Hill
Mala Kungfu,155 Brighton,2134,Eating & Drinking,42.3532,-71.1319,Allston
Mamacita,329 Huntington,2115,Eating & Drinking,42.3409,-71.0882,Fenway/Kenmore
Mamaleh's Delicatessan,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Mama's Place,764A Huntington,2115,Eating & Drinking w/ Take Out,42.3333,-71.106,Mission Hill
Mana Escondido Cafe,68 Pembroke,2118,Eating & Drinking w/ Take Out,42.3427,-71.0769,South End
Mangu Dominican Bistro,264 Hyde Park,2130,Eating & Drinking,42.2925,-71.1175,Roslindale
MARE,3 Mechanic,2113,Eating & Drinking,42.3629,-71.0551,North End
Maria's Kitchen,1819 Centre,2132,Eating & Drinking,42.2871,-71.1536,Roxbury
Maria's Taqueria,226 Tremont,2116,Eating & Drinking,42.3514,-71.0646,No Details
Mariel,10 Post Office,2109,Eating & Drinking,42.3575,-71.056,Downtown Boston
Market Cafe,39 Dalton,2116,Eating & Drinking,42.3466,-71.0838,Fenway/Kenmore
Marketplace Cafe & Take Away,240 Mount Vernon,2125,Eating & Drinking,42.319,-71.045,Dorchester
Maryann's Breakfast & Lunch,223 Grove,2132,Eating & Drinking w/ Take Out,42.2619,-71.1574,Roxbury
MASS ART DINING COMMONS,625 Huntington,2115,Eating & Drinking,42.3367,-71.0995,Mission Hill
Mass Bay Lines/Freedom,60 Rowes,2110,Eating & Drinking,42.3565,-71.0503,North End
MASS EYE AND EAR INFIRMARY,243 Charles,2114,Eating & Drinking,42.3627,-71.0701,West End
Mass Gen. Hosp./Tea Leaves & Coffee Beans,55 Fruit,2114,Eating & Drinking w/ Take Out,42.3626,-71.0701,West End
Mass General Hospital Cafe,55 Fruit,2114,Eating & Drinking,42.3626,-71.0701,West End
Massachusetts Eye & Ear EyeOpener Cafe,800 Huntington,2115,Eating & Drinking w/ Take Out,42.333,-71.1075,Mission Hill
Massachusetts Eye & Ear Infirmary Eye Opener Cafe,243 Charles,2114,Eating & Drinking w/ Take Out,42.3628,-71.0703,West End
MassArt Eat Cafe,625 Huntington,2115,Eating & Drinking,42.3367,-71.0995,Mission Hill
MassArt Starbucks,625 Huntington,2115,Eating & Drinking w/ Take Out,42.3367,-71.0995,Mission Hill
Massiminos Cucina,207 Endicott,2113,Eating & Drinking,42.3666,-71.0579,North End
Mast' Restaurant,45 Province,2108,Eating & Drinking,42.357,-71.0602,Downtown Boston
MASTER WOK,650 Atlantic,2110,Eating & Drinking w/ Take Out,42.3519,-71.0554,Downtown Boston
Mattapan House of Pizza,1621 Blue Hill,2126,Eating & Drinking w/ Take Out,42.2685,-71.0941,Mattapan
MATTHEWS ARENA CONCESSION,238 Saint Botolph,2115,Eating & Drinking,42.3413,-71.0845,Fenway/Kenmore
Maverick House Tavern,154 Maverick,2128,Eating & Drinking w/ Take Out,42.3699,-71.0379,East Boston
Mc Goo's Pizza,479 Broadway,2127,Eating & Drinking w/ Take Out,42.3355,-71.046,South Boston
Mcdonalds,1223 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3507,-71.131,Allston
Mcdonalds,1312 Hyde Park,2136,Eating & Drinking w/ Take Out,42.2537,-71.1243,Hyde Park
Mcdonalds,1650 VFW,2132,Eating & Drinking w/ Take Out,42.2644,-71.1678,Roxbury
Mcdonalds,1750 Soldiers Field,2135,Eating & Drinking w/ Take Out,42.3586,-71.1549,Brighton
Mcdonalds,301 Warren,2119,Eating & Drinking w/ Take Out,42.3203,-71.0822,Roxbury
Mcdonalds,3064 Washington,2119,Eating & Drinking w/ Take Out,42.3156,-71.0979,Roxbury
Mcdonalds,315 Washington,2108,Eating & Drinking w/ Take Out,42.3571,-71.0592,Downtown Boston
Mcdonalds,360 Western,2135,Eating & Drinking w/ Take Out,42.3609,-71.1375,Brighton
Mcdonalds,511 Gallivan,2124,Eating & Drinking w/ Take Out,42.2823,-71.0551,Dorchester
Mcdonalds,540 Commonwealth,2215,Eating & Drinking w/ Take Out,42.3485,-71.0967,Fenway/Kenmore
Mcdonalds,870 Massachusetts,2119,Eating & Drinking w/ Take Out,42.3315,-71.0704,Dorchester
McDonald's,178 Border,2128,Eating & Drinking w/ Take Out,42.3745,-71.0403,East Boston
McDonald's,340 Longwood,2115,Eating & Drinking w/ Take Out,42.3383,-71.107,Fenway/Kenmore
McDonald's,607 Washington,2124,Eating & Drinking w/ Take Out,42.2904,-71.0719,Dorchester
McDonald's,718 American Legion,2131,Eating & Drinking w/ Take Out,42.2828,-71.1131,Roslindale
McDonald's,750 Atlantic,2111,Eating & Drinking w/ Take Out,42.3501,-71.0561,Downtown Boston
MCKENNA'S CAFE,109 Savin Hill,2125,Eating & Drinking,42.3115,-71.0538,Dorchester
MCPHS Univ Eat Cafe Express,179 Longwood,2115,Eating & Drinking w/ Take Out,42.3369,-71.1011,Fenway/Kenmore
MDM Noodle,351 Washington,2135,Eating & Drinking,42.3493,-71.1528,Brighton
Medallo,411 Chelsea,2128,Eating & Drinking,42.3799,-71.0268,East Boston
Media,4 Jersey,2215,Eating & Drinking,42.3467,-71.0987,Fenway/Kenmore
Meet Fresh,130 Brighton,2134,Eating & Drinking,42.3528,-71.1319,Allston
Megumi of Japan,200 Faneuil Hall Marketplace,2109,Eating & Drinking w/ Take Out,42.3602,-71.0548,No Details
Mei Mei Restaurant,506 Park,2215,Eating & Drinking,42.3477,-71.1058,Cambridge
MELA RESTAURANT,574 Tremont,2118,Eating & Drinking,42.3433,-71.0724,South End
Mello Vibez Restaurant,473 River,2126,Eating & Drinking w/ Take Out,42.2682,-71.093,Mattapan
Menton,348 Congress,2210,Eating & Drinking,42.3507,-71.0485,South Boston
MERENGUE RESTAURANT,156 Blue Hill,2119,Eating & Drinking,42.3192,-71.0775,Roxbury
METRO SUBWAY,31 Saint James,2116,Eating & Drinking w/ Take Out,42.3511,-71.0746,Back Bay
METRO SUBWAY INC.,417 Washington,2108,Eating & Drinking w/ Take Out,42.3558,-71.0604,Downtown Boston
METROPOLIS CAFE,574 Tremont,2118,Eating & Drinking,42.3433,-71.0725,South End
Mi Finca Mexican Food,4249 Washington,2131,Eating & Drinking w/ Take Out,42.2857,-71.1292,Roslindale
Mi Pueblito Orient Heights,964 Saratoga,2128,Eating & Drinking w/ Take Out,42.3872,-71.0086,East Boston
Mi Pueblito Restaurant,333 Border,2128,Eating & Drinking,42.379,-71.0399,East Boston
MI RANCHO RESTAURANT,45 Meridian,2128,Eating & Drinking,42.3715,-71.0388,East Boston
MIAMI RESTAURANT,381 Centre,2130,Eating & Drinking,42.3223,-71.1093,Jamaica Plain
Michael Schlow Italian Kitchen,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
Midway Cafe,3496 Washington,2130,Eating & Drinking,42.3062,-71.1075,Jamaica Plain
Miel Brasserie,500 Atlantic,2210,Eating & Drinking,42.3541,-71.0523,Downtown Boston
